        83x15_3_1000_41_1160                                 (83x15_3_1000_41_1160.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2503      0.2351       9.307    1172.724      94.577  
         4.5        0.11      0.1201      0.2530      0.2399       9.496    1196.621      95.589  
         8.9        0.23      0.2362      0.2549      0.2457       9.728    1225.828      96.286  
        13.4        0.34      0.3491      0.2557      0.2501       9.903    1247.955      96.600  
        17.9        0.46      0.4496      0.2540      0.2572      10.184    1283.358      95.948  
        22.4        0.57      0.5429      0.2499      0.2620      10.371    1307.255      94.397  
        26.8        0.68      0.6238      0.2424      0.2654      10.510    1324.957      91.587  
        31.3        0.80      0.6922      0.2312      0.2662      10.539    1328.497      87.338  
        35.8        0.91      0.7514      0.2163      0.2622      10.378    1308.140      81.696  
        40.3        1.02      0.7995      0.1975      0.2530      10.017    1263.001      74.592  
        44.7        1.14      0.8403      0.1755      0.2378       9.414    1186.885      66.296  
        49.2        1.25      0.8693      0.1507      0.2170       8.591    1082.446      56.899  
        53.7        1.37      0.8926      0.1251      0.1914       7.578     954.995      47.255  
        58.2        1.48      0.9093      0.0988      0.1608       6.366     802.409      37.318  
        62.6        1.59      0.9167      0.0719      0.1249       4.944     623.270      27.134  
        67.1        1.71      0.9032      0.0442      0.0835       3.307     416.870      16.692  
        71.6        1.82      0.7897      0.0158      0.0365       1.447     182.325       5.984  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2505      0.2345      16.052    1685.182     136.234  
         4.5        0.09      0.1007      0.2529      0.2382      16.293    1711.734     137.561  
         8.9        0.19      0.1994      0.2548      0.2424      16.588    1742.712     138.595  
        13.4        0.28      0.2942      0.2558      0.2474      16.937    1778.115     139.157  
        17.9        0.38      0.3834      0.2556      0.2530      17.313    1817.943     139.044  
        22.4        0.47      0.4696      0.2543      0.2569      17.567    1846.266     138.370  
        26.8        0.57      0.5439      0.2504      0.2620      17.929    1882.554     136.189  
        31.3        0.66      0.6135      0.2447      0.2648      18.117    1903.795     133.109  
        35.8        0.76      0.6706      0.2359      0.2669      18.265    1917.957     128.321  
        40.3        0.85      0.7229      0.2247      0.2654      18.157    1907.336     122.229  
        44.7        0.95      0.7694      0.2110      0.2601      17.795    1869.278     114.765  
        49.2        1.04      0.8067      0.1944      0.2514      17.205    1807.322     105.750  
        53.7        1.14      0.8413      0.1760      0.2382      16.293    1711.734      95.769  
        58.2        1.23      0.8659      0.1553      0.2212      15.127    1589.594      84.483  
        62.6        1.33      0.8867      0.1341      0.2009      13.745    1443.557      72.951  
        67.1        1.42      0.9033      0.1124      0.1770      12.113    1272.737      61.148  
        71.6        1.52      0.9150      0.0902      0.1496      10.239    1075.366      49.076  
        76.1        1.61      0.9193      0.0676      0.1185       8.108     851.619      36.756  
        80.5        1.71      0.9078      0.0444      0.0835       5.713     600.169      24.144  
        85.0        1.80      0.8393      0.0208      0.0446       3.049     320.308      11.292  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2505      0.2341      25.439    2290.573     185.512  
         4.5        0.08      0.0859      0.2524      0.2391      25.976    2338.367     186.929  
         8.9        0.16      0.1705      0.2543      0.2425      26.351    2372.885     188.255  
        13.4        0.24      0.2530      0.2556      0.2464      26.767    2410.943     189.222  
        17.9        0.33      0.3322      0.2561      0.2507      27.236    2452.542     189.649  
        22.4        0.41      0.4071      0.2556      0.2553      27.732    2497.681     189.289  
        26.8        0.49      0.4808      0.2543      0.2580      28.027    2524.233     188.278  
        31.3        0.57      0.5445      0.2509      0.2623      28.497    2565.831     185.782  
        35.8        0.65      0.6020      0.2459      0.2657      28.872    2599.464     182.073  
        40.3        0.73      0.6567      0.2394      0.2668      28.979    2609.200     177.239  
        44.7        0.81      0.7047      0.2308      0.2663      28.939    2604.775     170.900  
        49.2        0.89      0.7438      0.2197      0.2642      28.698    2584.418     162.672  
        53.7        0.98      0.7801      0.2070      0.2589      28.121    2532.198     153.230  
        58.2        1.06      0.8132      0.1926      0.2505      27.209    2449.001     142.619  
        62.6        1.14      0.8419      0.1766      0.2389      25.949    2336.597     130.794  
        67.1        1.22      0.8633      0.1589      0.2244      24.380    2194.985     117.620  
        71.6        1.30      0.8819      0.1407      0.2076      22.556    2030.361     104.199  
        76.1        1.38      0.8977      0.1222      0.1882      20.451    1840.955      90.486  
        80.5        1.46      0.9102      0.1034      0.1662      18.050    1625.882      76.525  
        85.0        1.54      0.9188      0.0841      0.1415      15.368    1383.372      62.295  
        89.5        1.63      0.9212      0.0646      0.1140      12.379    1114.309      47.794  
        94.0        1.71      0.9114      0.0446      0.0836       9.080     817.543      33.024  
        98.4        1.79      0.8645      0.0243      0.0503       5.465     492.013      17.998  
       102.9        1.87      0.4844      0.0036      0.0140       1.523     137.187       2.691  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2504      0.2352      38.139    3004.828     242.119  
         4.5        0.07      0.0754      0.2523      0.2382      38.621    3042.001     243.918  
         8.9        0.14      0.1501      0.2541      0.2408      39.064    3077.404     245.716  
        13.4        0.21      0.2236      0.2555      0.2440      39.560    3116.348     247.065  
        17.9        0.28      0.2950      0.2565      0.2474      40.123    3161.486     247.964  
        22.4        0.36      0.3635      0.2567      0.2512      40.740    3210.166     248.189  
        26.8        0.43      0.4284      0.2561      0.2552      41.384    3260.615     247.740  
        31.3        0.50      0.4890      0.2544      0.2591      42.028    3310.179     245.941  
        35.8        0.57      0.5449      0.2515      0.2628      42.604    3356.203     243.243  
        40.3        0.64      0.5960      0.2473      0.2657      43.087    3394.261     239.197  
        44.7        0.71      0.6423      0.2417      0.2678      43.422    3420.813     233.801  
        49.2        0.78      0.6871      0.2349      0.2675      43.382    3418.158     227.057  
        53.7        0.85      0.7239      0.2260      0.2667      43.234    3406.652     218.604  
        58.2        0.92      0.7590      0.2159      0.2631      42.671    3361.513     208.825  
        62.6        1.00      0.7896      0.2043      0.2576      41.786    3292.478     197.562  
        67.1        1.07      0.8167      0.1913      0.2500      40.539    3193.349     185.018  
        71.6        1.14      0.8422      0.1773      0.2396      38.863    3061.473     171.462  
        76.1        1.21      0.8612      0.1617      0.2271      36.838    2902.160     156.400  
        80.5        1.28      0.8780      0.1458      0.2127      34.504    2718.064     141.068  
        85.0        1.35      0.8927      0.1297      0.1964      31.849    2510.072     125.466  
        89.5        1.42      0.9052      0.1133      0.1781      28.886    2275.527     109.572  
        94.0        1.49      0.9150      0.0966      0.1578      25.587    2015.315      93.431  
        98.4        1.57      0.9215      0.0796      0.1353      21.939    1727.666      77.020  
       102.9        1.64      0.9228      0.0624      0.1106      17.943    1413.464      60.316  
       107.4        1.71      0.9143      0.0448      0.0837      13.585    1070.055      43.366  
       111.8        1.78      0.8797      0.0270      0.0546       8.857     697.793      26.123  



         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
