        76x24_5_800_51_910                                 (76x24_5_800_51_910.dat)

         PROP RPM =       400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3965      0.6462       8.432    1328.497      67.353  
         4.5        0.16      0.0956      0.4058      0.6596       8.605    1355.934      68.971  
         8.9        0.31      0.1905      0.4178      0.6816       8.894    1401.073      71.017  
        13.4        0.47      0.2839      0.4321      0.7096       9.258    1458.603      73.423  
        17.9        0.62      0.3765      0.4461      0.7363       9.607    1513.478      75.806  
        22.4        0.78      0.4595      0.4546      0.7689      10.032    1580.743      77.289  
        26.8        0.93      0.5378      0.4589      0.7958      10.384    1636.503      78.009  
        31.3        1.09      0.6064      0.4558      0.8179      10.670    1681.642      77.492  
        35.8        1.24      0.6653      0.4446      0.8304      10.835    1707.309      75.536  
        40.3        1.40      0.7152      0.4248      0.8304      10.835    1707.309      72.164  
        44.7        1.55      0.7596      0.3980      0.8143      10.625    1673.676      67.645  
        49.2        1.71      0.7991      0.3658      0.7826      10.211    1609.066      62.182  
        53.7        1.86      0.8293      0.3272      0.7357       9.599    1512.592      55.595  
        58.2        2.02      0.8538      0.2866      0.6781       8.848    1393.992      48.694  
        62.6        2.18      0.8740      0.2448      0.6093       7.950    1252.381      41.590  
        67.1        2.33      0.8891      0.2017      0.5288       6.900    1086.872      34.283  
        71.6        2.49      0.8969      0.1574      0.4363       5.693     896.581      26.752  
        76.1        2.64      0.8907      0.1117      0.3314       4.323     681.330      18.990  
        80.5        2.80      0.8470      0.0648      0.2139       2.792     439.882      11.011  
        85.0        2.95      0.5815      0.0165      0.0837       1.092     172.059       2.801  



         PROP RPM =       480

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3965      0.6452      14.550    1909.991      97.028  
         4.5        0.13      0.0798      0.4042      0.6557      14.778    1940.969      98.916  
         8.9        0.26      0.1595      0.4135      0.6720      15.154    1989.648     101.254  
        13.4        0.39      0.2374      0.4252      0.6954      15.677    2058.684     104.019  
        17.9        0.52      0.3168      0.4376      0.7156      16.132    2118.869     107.099  
        22.4        0.65      0.3911      0.4480      0.7414      16.723    2194.985     109.617  
        26.8        0.78      0.4604      0.4550      0.7682      17.326    2274.642     111.415  
        31.3        0.91      0.5277      0.4601      0.7904      17.822    2340.137     112.607  
        35.8        1.04      0.5844      0.4581      0.8120      18.305    2403.863     112.112  
        40.3        1.17      0.6381      0.4519      0.8257      18.613    2444.576     110.629  
        44.7        1.30      0.6849      0.4399      0.8319      18.761    2463.163     107.684  
        49.2        1.42      0.7256      0.4221      0.8287      18.680    2453.427     103.322  
        53.7        1.55      0.7607      0.3988      0.8149      18.372    2412.713      97.635  
        58.2        1.68      0.7933      0.3722      0.7899      17.809    2338.367      91.093  
        62.6        1.81      0.8214      0.3413      0.7533      16.991    2230.388      83.517  
        67.1        1.94      0.8432      0.3078      0.7091      15.985    2099.397      75.333  
        71.6        2.07      0.8622      0.2735      0.6573      14.818    1946.279      66.948  
        76.1        2.20      0.8783      0.2384      0.5975      13.477    1768.379      58.338  
        80.5        2.33      0.8909      0.2024      0.5294      11.938    1567.467      49.525  
        85.0        2.46      0.8987      0.1655      0.4531      10.215    1340.888      40.488  
        89.5        2.59      0.8985      0.1277      0.3681       8.298    1089.527      31.248  
        94.0        2.72      0.8820      0.0890      0.2743       6.185     812.144      21.775  
        98.4        2.85      0.8184      0.0493      0.1717       3.872     508.387      12.072  
       102.9        2.98      0.4324      0.0087      0.0601       1.356     177.989       2.137  



         PROP RPM =       560

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3965      0.6444      23.066    2595.924     132.098  
         4.5        0.11      0.0685      0.4031      0.6530      23.374    2631.327     134.278  
         8.9        0.22      0.1370      0.4108      0.6658      23.830    2682.661     136.886  
        13.4        0.33      0.2047      0.4201      0.6836      24.474    2754.352     139.944  
        17.9        0.44      0.2721      0.4306      0.7027      25.158    2831.354     143.428  
        22.4        0.56      0.3381      0.4407      0.7234      25.895    2914.551     146.778  
        26.8        0.67      0.4014      0.4492      0.7454      26.686    3003.943     149.678  
        31.3        0.78      0.4611      0.4558      0.7679      27.491    3094.221     151.791  
        35.8        0.89      0.5163      0.4593      0.7896      28.269    3181.843     152.938  
        40.3        1.00      0.5707      0.4604      0.8058      28.845    3246.454     153.342  
        44.7        1.11      0.6162      0.4558      0.8212      29.395    3309.294     151.858  
        49.2        1.22      0.6602      0.4488      0.8298      29.704    3343.812     149.453  
        53.7        1.33      0.6963      0.4356      0.8335      29.838    3357.973     145.114  
        58.2        1.44      0.7310      0.4197      0.8285      29.663    3338.501     139.809  
        62.6        1.55      0.7614      0.3996      0.8160      29.221    3288.052     133.177  
        67.1        1.67      0.7903      0.3774      0.7952      28.470    3203.970     125.736  
        71.6        1.78      0.8153      0.3515      0.7658      27.424    3085.370     117.103  
        76.1        1.89      0.8349      0.3231      0.7303      26.150    2942.873     107.639  
        80.5        2.00      0.8525      0.2940      0.6892      24.675    2776.479      97.949  
        85.0        2.11      0.8680      0.2643      0.6423      22.998    2587.958      88.058  
        89.5        2.22      0.8814      0.2340      0.5894      21.108    2374.655      77.964  
        94.0        2.33      0.8923      0.2031      0.5305      18.989    2137.455      67.645  
        98.4        2.44      0.8997      0.1714      0.4654      16.655    1875.473      57.101  
       102.9        2.55      0.9020      0.1392      0.3939      14.108    1586.939      46.356  
       107.4        2.66      0.8954      0.1062      0.3160      11.314    1273.622      35.385  
       111.8        2.78      0.8695      0.0726      0.2316       8.293     933.754      24.167  



         PROP RPM =       640

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3965      0.6436      34.397    3387.180     172.586  
         4.5        0.10      0.0600      0.4023      0.6509      34.786    3426.124     175.036  
         8.9        0.19      0.1201      0.4089      0.6614      35.349    3480.998     177.936  
        13.4        0.29      0.1797      0.4166      0.6755      36.100    3555.345     181.286  
        17.9        0.39      0.2382      0.4252      0.6938      37.079    3650.933     185.063  
        22.4        0.49      0.2965      0.4345      0.7115      38.018    3744.751     189.019  
        26.8        0.58      0.3539      0.4430      0.7296      38.997    3839.454     192.751  
        31.3        0.68      0.4091      0.4504      0.7486      40.003    3939.467     195.988  
        35.8        0.78      0.4616      0.4562      0.7678      41.035    4041.251     198.461  
        40.3        0.87      0.5107      0.4597      0.7866      42.041    4139.494     199.945  
        44.7        0.97      0.5562      0.4601      0.8037      42.953    4229.772     200.260  
        49.2        1.07      0.5979      0.4581      0.8185      43.744    4307.658     199.271  
        53.7        1.17      0.6394      0.4535      0.8269      44.187    4351.912     197.360  
        58.2        1.26      0.6736      0.4446      0.8333      44.535    4386.430     193.426  
        62.6        1.36      0.7071      0.4333      0.8336      44.549    4386.430     188.592  
        67.1        1.46      0.7350      0.4182      0.8290      44.294    4362.533     181.938  
        71.6        1.55      0.7619      0.4008      0.8174      43.677    4301.463     174.339  
        76.1        1.65      0.7862      0.3808      0.7999      42.752    4209.415     165.707  
        80.5        1.75      0.8106      0.3595      0.7754      41.438    4081.079     156.422  
        85.0        1.85      0.8283      0.3348      0.7458      39.855    3925.306     145.654  
        89.5        1.94      0.8444      0.3095      0.7121      38.058    3747.406     134.661  
        94.0        2.04      0.8591      0.2838      0.6738      36.006    3546.494     123.488  
        98.4        2.14      0.8723      0.2576      0.6311      33.727    3321.685     112.090  
       102.9        2.23      0.8838      0.2310      0.5837      31.192    3072.094     100.490  
       107.4        2.33      0.8933      0.2038      0.5317      28.416    2798.606      88.665  
       111.8        2.43      0.9003      0.1761      0.4750      25.386    2499.451      76.615  



         PROP RPM =       720

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3969      0.6431      48.934    4283.761     218.469  
         4.5        0.09      0.0534      0.4015      0.6495      49.417    4326.245     221.212  
         8.9        0.17      0.1069      0.4073      0.6582      50.087    4384.660     224.382  
        13.4        0.26      0.1601      0.4139      0.6698      50.972    4461.661     227.956  
        17.9        0.35      0.2126      0.4213      0.6845      52.085    4559.019     232.003  
        22.4        0.43      0.2655      0.4298      0.6989      53.185    4655.492     236.724  
        26.8        0.52      0.3180      0.4384      0.7143      54.352    4757.276     241.445  
        31.3        0.60      0.3660      0.4449      0.7347      55.907    4894.463     245.042  
        35.8        0.69      0.4151      0.4515      0.7513      57.168    5004.212     248.639  
        40.3        0.78      0.4620      0.4566      0.7681      58.442    5115.731     251.336  
        44.7        0.86      0.5062      0.4601      0.7845      59.689    5225.480     253.360  
        49.2        0.95      0.5476      0.4612      0.7999      60.869    5328.149     254.034  
        53.7        1.04      0.5860      0.4601      0.8135      61.901    5418.427     253.360  
        58.2        1.12      0.6214      0.4566      0.8246      62.746    5491.888     251.336  
        62.6        1.21      0.6539      0.4504      0.8325      63.350    5544.992     247.964  
        67.1        1.30      0.6864      0.4426      0.8350      63.538    5561.809     243.693  
        71.6        1.38      0.7132      0.4310      0.8347      63.511    5559.154     237.398  
        76.1        1.47      0.7379      0.4170      0.8298      63.135    5527.291     229.755  
        80.5        1.55      0.7621      0.4015      0.8191      62.331    5455.600     221.212  
        85.0        1.64      0.7842      0.3843      0.8039      61.164    5354.701     211.635  
        89.5        1.73      0.8067      0.3660      0.7833      59.608    5217.515     201.541  
        94.0        1.81      0.8228      0.3441      0.7581      57.691    5049.351     189.447  
        98.4        1.90      0.8377      0.3217      0.7295      55.505    4859.060     177.172  
       102.9        1.99      0.8515      0.2991      0.6974      53.078    4645.757     164.695  
       107.4        2.07      0.8641      0.2760      0.6619      50.369    4408.557     151.993  
       111.8        2.16      0.8755      0.2526      0.6228      47.392    4148.345     139.112  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3969      0.6427      67.078    5284.780     269.771  
         4.5        0.08      0.0481      0.4011      0.6483      67.668    5330.804     272.693  
         8.9        0.16      0.0963      0.4062      0.6558      68.446    5392.760     276.290  
        13.4        0.23      0.1443      0.4120      0.6655      69.465    5472.416     280.112  
        17.9        0.31      0.1919      0.4186      0.6777      70.739    5573.315     284.608  
        22.4        0.39      0.2387      0.4256      0.6926      72.294    5695.455     289.329  
        26.8        0.47      0.2859      0.4329      0.7061      73.702    5806.974     294.500  
        31.3        0.54      0.3329      0.4407      0.7199      75.137    5920.264     299.446  
        35.8        0.62      0.3756      0.4465      0.7391      77.149    6077.807     303.717  
        40.3        0.70      0.4198      0.4523      0.7536      78.651    6196.407     307.539  
        44.7        0.78      0.4622      0.4570      0.7683      80.206    6318.548     310.686  
        49.2        0.85      0.5026      0.4604      0.7832      81.749    6439.803     313.159  
        53.7        0.93      0.5406      0.4624      0.7972      83.210    6555.748     314.283  
        58.2        1.01      0.5762      0.4620      0.8100      84.551    6661.071     314.058  
        62.6        1.09      0.6092      0.4597      0.8209      85.691    6750.464     312.485  
        67.1        1.17      0.6399      0.4554      0.8293      86.576    6820.385     309.562  
        71.6        1.24      0.6681      0.4488      0.8349      87.153    6866.409     305.066  
        76.1        1.32      0.6941      0.4399      0.8372      87.394    6884.995     298.996  
        80.5        1.40      0.7180      0.4290      0.8361      87.274    6875.259     291.802  
        85.0        1.48      0.7423      0.4174      0.8303      86.670    6827.465     283.709  
        89.5        1.55      0.7623      0.4027      0.8212      85.718    6752.234     273.817  
        94.0        1.63      0.7826      0.3874      0.8078      84.310    6642.485     263.251  
        98.4        1.71      0.8011      0.3703      0.7902      82.486    6498.218     251.786  
       102.9        1.79      0.8182      0.3518      0.7683      80.193    6317.662     239.197  
       107.4        1.86      0.8320      0.3318      0.7436      77.618    6114.980     225.483  
       111.8        1.94      0.8449      0.3115      0.7162      74.748    5889.286     211.770  



         PROP RPM =       880

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3969      0.6422      89.231    6390.239     326.423  
         4.5        0.07      0.0437      0.4008      0.6473      89.929    6440.688     329.795  
         8.9        0.14      0.0876      0.4054      0.6539      90.841    6505.298     333.392  
        13.4        0.21      0.1314      0.4104      0.6621      91.994    6588.495     337.663  
        17.9        0.28      0.1748      0.4163      0.6725      93.429    6692.049     342.384  
        22.4        0.35      0.2177      0.4225      0.6850      95.172    6815.959     347.330  
        26.8        0.42      0.2613      0.4294      0.6967      96.795    6931.904     353.400  
        31.3        0.49      0.3024      0.4356      0.7124      98.981    7089.448     358.346  
        35.8        0.57      0.3450      0.4426      0.7248     100.697    7212.473     363.966  
        40.3        0.64      0.3867      0.4492      0.7382     102.561    7345.234     369.361  
        44.7        0.71      0.4236      0.4531      0.7557     104.988    7518.709     372.733  
        49.2        0.78      0.4624      0.4577      0.7689     106.826    7650.585     376.330  
        53.7        0.85      0.4995      0.4608      0.7823     108.690    7784.231     379.253  
        58.2        0.92      0.5308      0.4616      0.7989     110.983    7948.855     379.927  
