        62x19_5_1000_51_610                                 (62x19_5_1000_51_610.dat)

         PROP RPM =       500

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3346      0.5586       5.144     648.317      39.342  
         4.5        0.15      0.0922      0.3425      0.5659       5.211     656.814      40.286  
         8.9        0.30      0.1854      0.3527      0.5801       5.341     673.188      41.500  
        13.4        0.46      0.2771      0.3654      0.6028       5.550     699.651      42.983  
        17.9        0.61      0.3666      0.3808      0.6332       5.831     734.877      44.782  
        22.4        0.76      0.4503      0.3949      0.6680       6.150     775.325      46.446  
        26.8        0.91      0.5303      0.4054      0.6989       6.436     811.259      47.682  
        31.3        1.07      0.6009      0.4093      0.7264       6.689     843.211      48.132  
        35.8        1.22      0.6615      0.4050      0.7464       6.873     866.311      47.637  
        40.3        1.37      0.7156      0.3926      0.7526       6.930     873.569      46.198  
        44.7        1.52      0.7601      0.3720      0.7459       6.867     865.691      43.748  
        49.2        1.68      0.7969      0.3446      0.7247       6.673     841.175      40.533  
        53.7        1.83      0.8279      0.3127      0.6908       6.360     801.789      36.779  
        58.2        1.98      0.8535      0.2779      0.6451       5.939     748.685      32.687  
        62.6        2.13      0.8727      0.2412      0.5896       5.428     684.340      28.371  
        67.1        2.29      0.8875      0.2035      0.5241       4.826     608.312      23.942  
        71.6        2.44      0.8965      0.1648      0.4482       4.126     520.158      19.381  
        76.1        2.59      0.8959      0.1250      0.3616       3.330     419.702      14.707  
        80.5        2.74      0.8754      0.0843      0.2641       2.431     306.501       9.912  
        85.0        2.90      0.7905      0.0424      0.1554       1.431     180.378       4.991  



         PROP RPM =       600

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3347      0.5575       8.871     931.984      56.674  
         4.5        0.13      0.0769      0.3411      0.5631       8.961     940.834      57.776  
         8.9        0.25      0.1547      0.3492      0.5733       9.122     958.536      59.147  
        13.4        0.38      0.2322      0.3590      0.5891       9.372     984.203      60.811  
        17.9        0.51      0.3077      0.3703      0.6114       9.728    1022.261      62.722  
        22.4        0.64      0.3815      0.3834      0.6380      10.152    1066.515      64.925  
        26.8        0.76      0.4515      0.3953      0.6669      10.611    1114.309      66.926  
        31.3        0.89      0.5203      0.4050      0.6920      11.010    1156.793      68.589  
        35.8        1.02      0.5784      0.4093      0.7188      11.436    1201.046      69.309  
        40.3        1.14      0.6339      0.4089      0.7374      11.731    1232.024      69.264  
        44.7        1.27      0.6821      0.4027      0.7497      11.928    1253.266      68.207  
        49.2        1.40      0.7236      0.3903      0.7536      11.990    1259.461      66.116  
        53.7        1.52      0.7614      0.3729      0.7464      11.875    1247.070      63.149  
        58.2        1.65      0.7934      0.3507      0.7298      11.612    1219.633      59.395  
        62.6        1.78      0.8196      0.3246      0.7043      11.206    1177.149      54.988  
        67.1        1.90      0.8437      0.2967      0.6699      10.660    1119.619      50.267  
        71.6        2.03      0.8617      0.2666      0.6285      10.001    1050.584      45.142  
        76.1        2.16      0.8771      0.2357      0.5803       9.233     970.042      39.926  
        80.5        2.29      0.8894      0.2042      0.5249       8.352     877.286      34.598  
        85.0        2.41      0.8978      0.1720      0.4622       7.354     772.582      29.135  
        89.5        2.54      0.9007      0.1391      0.3922       6.240     655.398      23.560  
        94.0        2.67      0.8938      0.1054      0.3145       5.003     525.557      17.850  
        98.4        2.79      0.8659      0.0710      0.2290       3.645     382.883      12.025  
       102.9        2.92      0.7707      0.0358      0.1359       2.162     227.022       6.070  



         PROP RPM =       700

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3348      0.5567      14.067    1266.542      77.177  
         4.5        0.11      0.0660      0.3402      0.5613      14.175    1277.163      78.436  
         8.9        0.22      0.1327      0.3468      0.5690      14.376    1293.979      79.965  
        13.4        0.33      0.1995      0.3548      0.5807      14.671    1320.531      81.786  
        17.9        0.44      0.2654      0.3638      0.5969      15.073    1357.704      83.876  
        22.4        0.54      0.3294      0.3741      0.6181      15.623    1406.384      86.237  
        26.8        0.65      0.3922      0.3853      0.6417      16.213    1459.488      88.822  
        31.3        0.76      0.4524      0.3957      0.6662      16.830    1515.248      91.183  
        35.8        0.87      0.5087      0.4035      0.6909      17.460    1571.892      93.048  
        40.3        0.98      0.5648      0.4093      0.7101      17.943    1615.261      94.375  
        44.7        1.09      0.6114      0.4104      0.7304      18.452    1662.170      94.577  
        49.2        1.20      0.6570      0.4077      0.7435      18.788    1691.378      94.038  
        53.7        1.31      0.6970      0.4011      0.7515      18.989    1709.964      92.441  
        58.2        1.42      0.7320      0.3895      0.7531      19.029    1713.504      89.789  
        62.6        1.52      0.7624      0.3738      0.7472      18.882    1700.228      86.169  
        67.1        1.63      0.7889      0.3546      0.7340      18.546    1670.136      81.763  
        71.6        1.74      0.8125      0.3330      0.7138      18.037    1623.227      76.750  
        76.1        1.85      0.8352      0.3101      0.6870      17.353    1563.042      71.489  
        80.5        1.96      0.8527      0.2848      0.6543      16.535    1488.695      65.644  
        85.0        2.07      0.8674      0.2586      0.6167      15.583    1402.843      59.619  
        89.5        2.18      0.8802      0.2320      0.5740      14.496    1305.485      53.505  
        94.0        2.29      0.8907      0.2050      0.5260      13.290    1196.621      47.255  
        98.4        2.39      0.8986      0.1773      0.4727      11.942    1075.366      40.893  
       102.9        2.50      0.9027      0.1492      0.4137      10.455     940.834      34.396  
       107.4        2.61      0.9013      0.1205      0.3493       8.827     794.708      27.786  
       111.8        2.72      0.8897      0.0913      0.2792       7.055     635.218      21.044  



         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3348      0.5561      20.974    1652.434     100.827  
         4.5        0.10      0.0578      0.3395      0.5599      21.121    1663.055     102.243  
         8.9        0.19      0.1162      0.3451      0.5661      21.349    1681.642     103.929  
        13.4        0.29      0.1748      0.3517      0.5751      21.684    1708.194     105.908  
        17.9        0.38      0.2330      0.3592      0.5874      22.154    1745.367     108.178  
        22.4        0.48      0.2902      0.3677      0.6034      22.757    1793.161     110.718  
        26.8        0.57      0.3455      0.3769      0.6235      23.521    1852.461     113.484  
        31.3        0.67      0.4002      0.3868      0.6445      24.299    1914.416     116.474  
        35.8        0.76      0.4532      0.3957      0.6657      25.104    1978.142     119.194  
        40.3        0.86      0.5032      0.4031      0.6869      25.909    2040.982     121.419  
        44.7        0.95      0.5498      0.4085      0.7074      26.686    2102.052     122.948  
        49.2        1.05      0.5969      0.4116      0.7224      27.250    2146.306     123.915  
        53.7        1.14      0.6356      0.4104      0.7379      27.826    2192.330     123.555  
        58.2        1.24      0.6742      0.4070      0.7475      28.188    2220.652     122.566  
        62.6        1.33      0.7053      0.3988      0.7542      28.443    2241.009     120.138  
        67.1        1.43      0.7360      0.3884      0.7541      28.443    2241.009     116.968  
        71.6        1.52      0.7630      0.3748      0.7486      28.228    2224.192     112.854  
        76.1        1.62      0.7869      0.3583      0.7374      27.813    2190.560     107.886  
        80.5        1.71      0.8083      0.3398      0.7208      27.182    2141.881     102.311  
        85.0        1.81      0.8276      0.3198      0.6993      26.378    2078.155      96.286  
        89.5        1.90      0.8452      0.2986      0.6729      25.372    1999.384      89.901  
        94.0        2.00      0.8591      0.2759      0.6424      24.232    1909.106      83.089  
        98.4        2.10      0.8716      0.2529      0.6081      22.931    1806.437      76.165  
       102.9        2.19      0.8825      0.2295      0.5697      21.483    1693.148      69.106  
       107.4        2.29      0.8918      0.2057      0.5273      19.887    1567.467      61.957  
       111.8        2.38      0.8990      0.1815      0.4808      18.131    1428.510      54.674  



         PROP RPM =       900

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3349      0.5555      29.824    2088.776     127.624  
         4.5        0.08      0.0514      0.3390      0.5588      29.999    2101.167     129.198  
         8.9        0.17      0.1033      0.3439      0.5639      30.280    2120.639     131.064  
        13.4        0.25      0.1555      0.3495      0.5711      30.669    2147.191     133.199  
        17.9        0.34      0.2075      0.3559      0.5808      31.192    2184.364     135.627  
        22.4        0.42      0.2590      0.3630      0.5933      31.863    2231.273     138.347  
        26.8        0.51      0.3093      0.3708      0.6091      32.707    2290.573     141.315  
        31.3        0.59      0.3579      0.3792      0.6279      33.713    2361.379     144.507  
        35.8        0.68      0.4064      0.3880      0.6467      34.732    2432.185     147.879  
        40.3        0.76      0.4537      0.3961      0.6653      35.725    2502.106     150.982  
        44.7        0.85      0.4989      0.4031      0.6839      36.731    2572.027     153.590  
        49.2        0.93      0.5413      0.4081      0.7021      37.696    2640.178     155.500  
        53.7        1.02      0.5808      0.4108      0.7189      38.608    2703.903     156.624  
        58.2        1.10      0.6171      0.4116      0.7339      39.413    2759.663     156.804  
        62.6        1.19      0.6543      0.4104      0.7432      39.909    2795.066     156.355  
        67.1        1.27      0.6843      0.4050      0.7519      40.378    2827.813     154.399  
        71.6        1.35      0.7146      0.3984      0.7553      40.566    2840.204     151.858  
        76.1        1.44      0.7391      0.3880      0.7555      40.566    2841.089     147.834  
        80.5        1.52      0.7635      0.3758      0.7502      40.284    2820.733     143.226  
        85.0        1.61      0.7852      0.3615      0.7406      39.775    2785.330     137.740  
        89.5        1.69      0.8034      0.3449      0.7269      39.037    2733.110     131.423  
        94.0        1.78      0.8211      0.3274      0.7089      38.072    2665.845     124.769  
        98.4        1.86      0.8390      0.3095      0.6871      36.905    2583.533     117.957  
       102.9        1.95      0.8520      0.2895      0.6618      35.537    2488.830     110.336  
       107.4        2.03      0.8639      0.2693      0.6333      34.008    2381.736     102.603  
       111.8        2.12      0.8747      0.2487      0.6017      32.319    2263.136      94.779  



         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3349      0.5550      40.888    2576.452     157.569  
         4.5        0.08      0.0463      0.3386      0.5579      41.089    2589.728     159.322  
         8.9        0.15      0.0930      0.3429      0.5622      41.411    2610.085     161.345  
        13.4        0.23      0.1399      0.3478      0.5681      41.853    2637.522     163.638  
        17.9        0.30      0.1869      0.3533      0.5761      42.443    2674.695     166.246  
        22.4        0.38      0.2336      0.3594      0.5863      43.181    2721.604     169.124  
        26.8        0.46      0.2796      0.3661      0.5987      44.106    2780.019     172.271  
        31.3        0.53      0.3245      0.3734      0.6138      45.206    2849.055     175.666  
        35.8        0.61      0.3678      0.3810      0.6315      46.520    2931.367     179.263  
        40.3        0.69      0.4114      0.3891      0.6485      47.767    3011.024     183.039  
        44.7        0.76      0.4542      0.3965      0.6652      49.001    3088.025     186.524  
        49.2        0.84      0.4953      0.4031      0.6817      50.221    3165.027     189.559  
        53.7        0.91      0.5344      0.4081      0.6981      51.428    3241.143     191.942  
        58.2        0.99      0.5710      0.4112      0.7135      52.568    3312.834     193.493  
        62.6        1.07      0.6050      0.4128      0.7275      53.601    3377.445     194.145  
        67.1        1.14      0.6365      0.4120      0.7396      54.486    3434.089     193.808  
        71.6        1.22      0.6655      0.4089      0.7492      55.196    3478.343     192.414  
        76.1        1.30      0.6921      0.4039      0.7560      55.693    3509.321     190.031  
        80.5        1.37      0.7194      0.3973      0.7575      55.800    3516.401     186.929  
        85.0        1.45      0.7414      0.3876      0.7571      55.773    3515.516     182.410  
        89.5        1.52      0.7637      0.3769      0.7521      55.398    3491.619     177.329  
        94.0        1.60      0.7819      0.3636      0.7442      54.821    3454.446     171.080  
        98.4        1.68      0.8005      0.3495      0.7320      53.922    3398.686     164.448  
       102.9        1.75      0.8170      0.3342      0.7168      52.809    3327.880     157.209  
       107.4        1.83      0.8314      0.3176      0.6985      51.455    3242.913     149.431  
       111.8        1.90      0.8459      0.3006      0.6771      49.873    3143.785     141.450  



         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3350      0.5546      54.378    3115.463     190.683  
         4.5        0.07      0.0421      0.3383      0.5572      54.620    3129.624     192.594  
         8.9        0.14      0.0845      0.3422      0.5608      54.982    3150.866     194.775  
        13.4        0.21      0.1272      0.3465      0.5659      55.491    3179.188     197.247  
        17.9        0.28      0.1700      0.3513      0.5725      56.135    3216.361     200.013  
        22.4        0.35      0.2127      0.3566      0.5809      56.953    3263.270     203.047  
        26.8        0.42      0.2549      0.3625      0.5912      57.959    3320.800     206.375  
        31.3        0.48      0.2964      0.3688      0.6034      59.166    3389.836     209.949  
        35.8        0.55      0.3368      0.3755      0.6178      60.574    3470.378     213.771  
        40.3        0.62      0.3759      0.3826      0.6345      62.210    3564.195     217.795  
        44.7        0.69      0.4155      0.3899      0.6501      63.739    3651.818     221.954  
        49.2        0.76      0.4546      0.3969      0.6651      65.200    3735.900     225.933  
        53.7        0.83      0.4924      0.4031      0.6802      66.689    3820.867     229.305  
        58.2        0.90      0.5285      0.4081      0.6951      68.164    3904.949     232.228  
        62.6        0.97      0.5627      0.4116      0.7096      69.572    3986.376     234.476  
        67.1        1.04      0.5906      0.4124      0.7258      71.155    4077.539     234.925  
        71.6        1.11      0.6206      0.4128      0.7373      72.294    4142.149     234.925  
        76.1        1.18      0.6485      0.4112      0.7471      73.247    4197.024     234.251  
        80.5        1.25      0.6779      0.4089      0.7525      73.783    4227.116     232.902  
        85.0        1.32      0.7015      0.4039      0.7576      74.279    4255.439     229.755  
        89.5        1.39      0.7232      0.3965      0.7599      74.507    4268.715     225.708  
        94.0        1.45      0.7432      0.3880      0.7592      74.427    4264.289     220.785  
        98.4        1.52      0.7638      0.3781      0.7544      73.957    4237.737     215.255  
       102.9        1.59      0.7806      0.3661      0.7472      73.273    4197.909     208.420  
       107.4        1.66      0.7979      0.3536      0.7369      72.241    4139.494     201.316  
       111.8        1.73      0.8121      0.3394      0.7239      70.967    4066.033     193.246  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3350      0.5543      70.551    3705.807     227.057  
         4.5        0.06      0.0386      0.3381      0.5566      70.846    3720.854     229.080  
         8.9        0.13      0.0775      0.3415      0.5597      71.248    3742.095     231.328  
        13.4        0.19      0.1166      0.3454      0.5641      71.812    3771.303     234.026  
        17.9        0.25      0.1559      0.3497      0.5697      72.522    3809.361     236.949  
        22.4        0.32      0.1951      0.3544      0.5768      73.421    3856.270     240.096  
        26.8        0.38      0.2340      0.3596      0.5854      74.507    3913.800     243.693  
        31.3        0.44      0.2725      0.3651      0.5957      75.821    3981.951     247.290  
        35.8        0.51      0.3102      0.3711      0.6076      77.337    4061.607     251.336  
        40.3        0.57      0.3470      0.3773      0.6213      79.093    4154.540     255.608  
        44.7        0.64      0.3826      0.3839      0.6371      81.091    4258.979     260.104  
        49.2        0.70      0.4189      0.3907      0.6514      82.915    4354.567     264.600  
        53.7        0.76      0.4549      0.3969      0.6652      84.659    4446.615     269.096  
        58.2        0.83      0.4899      0.4031      0.6791      86.442    4539.548     273.143  
        62.6        0.89      0.5195      0.4070      0.6962      88.615    4654.607     275.616  
        67.1        0.95      0.5514      0.4104      0.7090      90.251    4740.460     278.089  
        71.6        1.02      0.5817      0.4128      0.7212      91.806    4821.886     279.662  
        76.1        1.08      0.6102      0.4139      0.7325      93.228    4897.118     280.562  
        80.5        1.14      0.6369      0.4135      0.7424      94.488    4962.613     280.337  
        85.0        1.21      0.6618      0.4116      0.7505      95.548    5018.373     278.988  
        89.5        1.27      0.6849      0.4081      0.7569      96.339    5059.971     276.515  
        94.0        1.33      0.7063      0.4031      0.7609      96.848    5086.524     273.143  
        98.4        1.40      0.7262      0.3965      0.7625      97.050    5097.145     268.422  
       102.9        1.46      0.7446      0.3884      0.7615      96.929    5090.949     263.027  
       107.4        1.52      0.7638      0.3794      0.7570      96.352    5060.857     256.957  
       111.8        1.59      0.7793      0.3685      0.7507      95.548    5018.373     249.763  



         PROP RPM =       1300

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3350      0.5540      89.661    4346.601     266.399  
