        90x96_2_200_51_110                                 (90x96_2_200_51_110.dat)

         PROP RPM =       100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1360      0.8448       0.401     252.777       2.839  
         4.5        0.52      0.0997      0.1562      0.8220       0.390     245.962       3.262  
         8.9        1.05      0.2443      0.2070      0.8897       0.422     266.230       4.325  
        13.4        1.57      0.4045      0.2758      1.0741       0.510     321.371       5.762  
        17.9        2.10      0.5365      0.3509      1.3735       0.652     410.852       7.329  
        22.4        2.62      0.6271      0.4240      1.7753       0.843     531.222       8.862  
        26.8        3.15      0.7237      0.4980      2.1674       1.029     648.406      10.402  
        31.3        3.67      0.7830      0.4895      2.2964       1.091     687.349      10.224  
        35.8        4.20      0.8115      0.4612      2.3877       1.134     714.521       9.638  
        40.3        4.72      0.8348      0.4306      2.4377       1.157     729.301       8.997  
        44.7        5.25      0.8537      0.3973      2.4425       1.159     730.718       8.298  
        49.2        5.77      0.8683      0.3608      2.3999       1.139     717.973       7.538  
        53.7        6.30      0.8785      0.3218      2.3074       1.095     690.447       6.722  
        58.2        6.82      0.8836      0.2802      2.1637       1.027     647.432       5.854  
        62.6        7.35      0.8820      0.2361      1.9677       0.934     588.663       4.932  
        67.1        7.87      0.8700      0.1897      1.7168       0.815     513.786       3.963  
        71.6        8.40      0.8388      0.1410      1.4112       0.670     422.446       2.945  
        76.1        8.92      0.7648      0.0900      1.0507       0.499     314.378       1.881  
        80.5        9.45      0.5511      0.0369      0.6329       0.301     189.406       0.771  



         PROP RPM =       120

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1360      0.8443       0.693     363.854       4.092  
         4.5        0.44      0.0803      0.1507      0.8203       0.673     353.499       4.532  
         8.9        0.87      0.1920      0.1874      0.8538       0.701     367.926       5.636  
        13.4        1.31      0.3269      0.2407      0.9662       0.793     416.339       7.241  
        17.9        1.75      0.4545      0.3014      1.1603       0.952     499.979       9.067  
        22.4        2.19      0.5558      0.3639      1.4319       1.175     617.163      10.948  
        26.8        2.62      0.6290      0.4252      1.7741       1.455     764.439      12.789  
        31.3        3.06      0.7070      0.4895      2.1211       1.739     913.397      14.727  
        35.8        3.50      0.7740      0.4992      2.2575       1.852     972.697      15.024  
        40.3        3.94      0.7996      0.4767      2.3476       1.926    1011.640      14.343  
        44.7        4.37      0.8213      0.4523      2.4097       1.977    1038.193      13.610  
        49.2        4.81      0.8398      0.4263      2.4425       2.003    1052.354      12.821  
        53.7        5.25      0.8554      0.3980      2.4438       2.005    1052.354      11.978  
        58.2        5.69      0.8681      0.3681      2.4109       1.978    1039.078      11.074  
        62.6        6.12      0.8779      0.3362      2.3451       1.924    1010.755      10.114  
        67.1        6.56      0.8847      0.3025      2.2441       1.841     966.501       9.100  
        71.6        7.00      0.8878      0.2671      2.1065       1.727     907.201       8.037  
        76.1        7.44      0.8859      0.2301      1.9311       1.585     832.236       6.922  
        80.5        7.87      0.8767      0.1914      1.7193       1.411     740.630       5.757  
        85.0        8.31      0.8554      0.1511      1.4684       1.205     632.651       4.546  
        89.5        8.75      0.8111      0.1093      1.1787       0.967     507.856       3.287  
        94.0        9.19      0.7125      0.0659      0.8498       0.697     366.155       1.983  
        98.4        9.62      0.4212      0.0211      0.4811       0.395     207.284       0.634  



         PROP RPM =       140

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1360      0.8440       1.100     495.022       5.569  
         4.5        0.37      0.0673      0.1472      0.8207       1.069     481.304       6.027  
         8.9        0.75      0.1570      0.1750      0.8361       1.089     490.420       7.165  
        13.4        1.12      0.2685      0.2166      0.9071       1.182     532.018       8.869  
        17.9        1.50      0.3845      0.2663      1.0386       1.353     609.108      10.903  
        22.4        1.87      0.4874      0.3196      1.2298       1.601     721.159      13.088  
        26.8        2.25      0.5701      0.3741      1.4757       1.923     865.691      15.316  
        31.3        2.62      0.6305      0.4259      1.7728       2.311    1039.963      17.441  
        35.8        3.00      0.6911      0.4798      2.0821       2.713    1221.403      19.646  
        40.3        3.37      0.7673      0.5066      2.2282       2.902    1306.370      20.741  
        44.7        3.75      0.7904      0.4876      2.3122       3.013    1356.819      19.963  
        49.2        4.12      0.8105      0.4674      2.3780       3.099    1394.878      19.136  
        53.7        4.50      0.8280      0.4461      2.4231       3.157    1421.430      18.259  
        58.2        4.87      0.8434      0.4232      2.4462       3.186    1434.706      17.326  
        62.6        5.25      0.8566      0.3988      2.4450       3.185    1433.821      16.337  
        67.1        5.62      0.8679      0.3734      2.4194       3.153    1419.660      15.289  
        71.6        6.00      0.8771      0.3465      2.3695       3.087    1389.567      14.185  
        76.1        6.37      0.8842      0.3182      2.2940       2.989    1345.313      13.030  
        80.5        6.75      0.8890      0.2887      2.1917       2.855    1285.128      11.820  
        85.0        7.12      0.8910      0.2579      2.0626       2.687    1209.897      10.562  
        89.5        7.50      0.8891      0.2260      1.9056       2.482    1117.849       9.251  
        94.0        7.87      0.8819      0.1928      1.7217       2.242    1009.870       7.893  
        98.4        8.25      0.8664      0.1585      1.5086       1.966     884.809       6.488  
       102.9        8.62      0.8368      0.1230      1.2675       1.651     743.286       5.036  
       107.4        9.00      0.7795      0.0864      0.9972       1.299     584.857       3.536  
       111.8        9.37      0.6537      0.0486      0.6978       0.909     409.258       1.992  



         PROP RPM =       160

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.1360      0.8437       1.641     646.370       7.275  
         4.5        0.33      0.0579      0.1450      0.8216       1.598     629.465       7.754  
         8.9        0.66      0.1322      0.1667      0.8270       1.608     633.536       8.914  
        13.4        0.98      0.2255      0.2001      0.8732       1.698     668.851      10.701  
