        34x10_5_2000_51_200                                 (34x10_5_2000_51_200.dat)

         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3234      0.4855       1.774     111.785      13.761  
         4.5        0.14      0.0929      0.3299      0.4933       1.802     113.555      14.039  
         8.9        0.28      0.1856      0.3383      0.5064       1.851     116.564      14.395  
        13.4        0.42      0.2760      0.3484      0.5261       1.922     121.167      14.826  
        17.9        0.56      0.3637      0.3598      0.5499       2.009     126.566      15.309  
        22.4        0.69      0.4498      0.3702      0.5718       2.089     131.611      15.750  
        26.8        0.83      0.5292      0.3766      0.5933       2.168     136.656      16.024  
        31.3        0.97      0.5994      0.3772      0.6120       2.235     140.904      16.047  
        35.8        1.11      0.6599      0.3708      0.6245       2.281     143.825      15.777  
        40.3        1.25      0.7112      0.3573      0.6283       2.296     144.621      15.204  
        44.7        1.39      0.7567      0.3376      0.6200       2.265     142.763      14.365  
        49.2        1.53      0.7942      0.3120      0.6005       2.194     138.249      13.277  
        53.7        1.67      0.8270      0.2830      0.5706       2.084     131.345      12.041  
        58.2        1.81      0.8519      0.2503      0.5308       1.939     122.229      10.651  
        62.6        1.95      0.8709      0.2163      0.4831       1.765     111.254       9.201  
        67.1        2.08      0.8846      0.1813      0.4271       1.561      98.332       7.713  
        71.6        2.22      0.8913      0.1453      0.3625       1.324      83.454       6.182  
        76.1        2.36      0.8862      0.1084      0.2889       1.056      66.522       4.611  
        80.5        2.50      0.8550      0.0705      0.2063       0.754      47.484       2.999  
        85.0        2.64      0.7311      0.0316      0.1143       0.417      26.313       1.347  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3235      0.4841       3.056     160.464      19.824  
         4.5        0.12      0.0777      0.3289      0.4902       3.095     162.500      20.152  
         8.9        0.23      0.1554      0.3355      0.4998       3.155     165.686      20.557  
        13.4        0.35      0.2321      0.3434      0.5138       3.244     170.377      21.040  
        17.9        0.46      0.3064      0.3525      0.5328       3.363     176.661      21.597  
        22.4        0.58      0.3788      0.3620      0.5533       3.493     183.476      22.177  
        26.8        0.69      0.4514      0.3707      0.5706       3.602     189.140      22.706  
        31.3        0.81      0.5154      0.3758      0.5912       3.732     195.956      23.020  
        35.8        0.93      0.5775      0.3780      0.6064       3.827     201.000      23.155  
        40.3        1.04      0.6328      0.3757      0.6188       3.906     205.160      23.020  
        44.7        1.16      0.6810      0.3684      0.6263       3.953     207.639      22.571  
        49.2        1.27      0.7227      0.3558      0.6272       3.959     207.904      21.804  
        53.7        1.39      0.7586      0.3386      0.6203       3.916     205.603      20.748  
        58.2        1.51      0.7911      0.3179      0.6049       3.818     200.558      19.475  
        62.6        1.62      0.8177      0.2937      0.5823       3.676     193.035      17.996  
        67.1        1.74      0.8425      0.2679      0.5523       3.487     183.122      16.418  
        71.6        1.85      0.8607      0.2399      0.5165       3.260     171.262      14.703  
        76.1        1.97      0.8757      0.2113      0.4750       2.999     157.455      12.947  
        80.5        2.08      0.8871      0.1820      0.4276       2.699     141.789      11.153  
        85.0        2.20      0.8939      0.1521      0.3743       2.363     124.087       9.318  
        89.5        2.32      0.8939      0.1215      0.3146       1.986     104.350       7.441  
        94.0        2.43      0.8816      0.0902      0.2488       1.570      82.471       5.526  
        98.4        2.55      0.8411      0.0582      0.1763       1.113      58.477       3.568  
       102.9        2.66      0.6995      0.0256      0.0974       0.615      32.296       1.568  



         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.3236      0.4830       4.842     217.994      27.000  
         4.5        0.10      0.0667      0.3282      0.4880       4.892     220.207      27.359  
         8.9        0.20      0.1336      0.3336      0.4956       4.967     223.658      27.831  
        13.4        0.30      0.2000      0.3400      0.5062       5.073     228.438      28.348  
        17.9        0.40      0.2651      0.3473      0.5202       5.214     234.722      28.955  
        22.4        0.50      0.3298      0.3558      0.5355       5.368     241.714      29.675  
        26.8        0.60      0.3927      0.3643      0.5523       5.537     249.237      30.372  
        31.3        0.69      0.4526      0.3712      0.5697       5.711     257.114      30.956  
        35.8        0.79      0.5086      0.3760      0.5870       5.884     264.903      31.361  
        40.3        0.89      0.5600      0.3782      0.6033       6.048     272.249      31.541  
        44.7        0.99      0.6108      0.3779      0.6142       6.157     277.117      31.518  
        49.2        1.09      0.6525      0.3733      0.6245       6.261     281.896      31.136  
        53.7        1.19      0.6932      0.3657      0.6284       6.299     283.578      30.507  
        58.2        1.29      0.7288      0.3544      0.6274       6.289     283.135      29.562  
