        34x10_2_2000_51_170                                 (34x10_2_2000_51_170.dat)

         PROP RPM =       1000

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2543      0.3885       1.420      89.481      10.820  
         4.5        0.14      0.0917      0.2595      0.3934       1.438      90.632      11.043  
         8.9        0.28      0.1838      0.2665      0.4029       1.471      92.756      11.339  
        13.4        0.42      0.2744      0.2752      0.4180       1.527      96.208      11.710  
        17.9        0.56      0.3652      0.2854      0.4343       1.586     100.013      12.142  
        22.4        0.69      0.4487      0.2937      0.4549       1.662     104.704      12.499  
        26.8        0.83      0.5282      0.3003      0.4739       1.731     109.130      12.776  
        31.3        0.97      0.5989      0.3027      0.4917       1.796     113.201      12.879  
        35.8        1.11      0.6598      0.3001      0.5056       1.847     116.387      12.767  
        40.3        1.25      0.7145      0.2926      0.5121       1.871     117.892      12.450  
        44.7        1.39      0.7575      0.2785      0.5109       1.867     117.626      11.852  
        49.2        1.53      0.7957      0.2601      0.4997       1.825     115.060      11.067  
        53.7        1.67      0.8305      0.2387      0.4793       1.751     110.369      10.157  
        58.2        1.81      0.8563      0.2135      0.4504       1.645     103.731       9.082  
        62.6        1.95      0.8759      0.1868      0.4148       1.515      95.500       7.949  
        67.1        2.08      0.8911      0.1593      0.3726       1.361      85.790       6.778  
        71.6        2.22      0.9011      0.1310      0.3232       1.181      74.408       5.573  
        76.1        2.36      0.9029      0.1018      0.2663       0.973      61.318       4.332  
        80.5        2.50      0.8893      0.0717      0.2018       0.737      46.466       3.053  
        85.0        2.64      0.8328      0.0408      0.1294       0.473      29.792       1.737  
        89.5        2.78      0.5103      0.0090      0.0489       0.178      11.249       0.382  



         PROP RPM =       1200

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2544      0.3878       2.449     128.601      15.586  
         4.5        0.12      0.0765      0.2586      0.3916       2.471     129.840      15.847  
         8.9        0.23      0.1536      0.2641      0.3983       2.514     132.053      16.182  
        13.4        0.35      0.2301      0.2708      0.4088       2.580     135.505      16.591  
        17.9        0.46      0.3062      0.2788      0.4218       2.662     139.842      17.083  
        22.4        0.58      0.3800      0.2870      0.4372       2.760     144.975      17.585  
        26.8        0.69      0.4498      0.2941      0.4543       2.867     150.640      18.018  
        31.3        0.81      0.5181      0.3002      0.4696       2.965     155.685      18.396  
        35.8        0.93      0.5763      0.3026      0.4864       3.071     161.261      18.542  
        40.3        1.04      0.6318      0.3026      0.4991       3.151     165.509      18.542  
        44.7        1.16      0.6805      0.2989      0.5086       3.210     168.607      18.311  
        49.2        1.27      0.7226      0.2910      0.5130       3.239     170.111      17.830  
        53.7        1.39      0.7588      0.2792      0.5113       3.228     169.492      17.108  
        58.2        1.51      0.7921      0.2644      0.5025       3.173     166.571      16.202  
        62.6        1.62      0.8195      0.2465      0.4877       3.079     161.703      15.107  
        67.1        1.74      0.8462      0.2272      0.4663       2.944     154.623      13.920  
        71.6        1.85      0.8645      0.2053      0.4399       2.777     145.860      12.580  
        76.1        1.97      0.8801      0.1829      0.4090       2.581     135.593      11.204  
        80.5        2.08      0.8928      0.1599      0.3732       2.356     123.733       9.795  
        85.0        2.20      0.9019      0.1363      0.3324       2.099     110.192       8.352  
        89.5        2.32      0.9062      0.1121      0.2865       1.809      94.969       6.870  
        94.0        2.43      0.9026      0.0873      0.2352       1.486      78.019       5.350  
        98.4        2.55      0.8835      0.0619      0.1786       1.128      59.220       3.795  
       102.9        2.66      0.8223      0.0359      0.1164       0.735      38.580       2.201  
       107.4        2.78      0.5322      0.0093      0.0484       0.306      16.055       0.568  



         PROP RPM =       1400

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2544      0.3872       3.882     174.714      21.217  
