        48x9_5_2200_51_660                                 (48x9_5_2200_51_660.dat)

         PROP RPM =       1100

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2746      0.2497       6.810     390.141      56.157  
         4.5        0.09      0.0977      0.2766      0.2534       6.909     395.805      56.562  
         8.9        0.18      0.1932      0.2779      0.2574       7.019     402.178      56.832  
        13.4        0.27      0.2849      0.2780      0.2619       7.141     409.170      56.854  
        17.9        0.36      0.3715      0.2768      0.2667       7.271     416.605      56.607  
        22.4        0.45      0.4557      0.2743      0.2692       7.342     420.676      56.090  
        26.8        0.54      0.5287      0.2693      0.2734       7.456     427.137      55.056  
        31.3        0.63      0.5976      0.2626      0.2752       7.504     429.969      53.707  
        35.8        0.72      0.6549      0.2529      0.2764       7.538     431.916      51.729  
        40.3        0.81      0.7077      0.2411      0.2743       7.480     428.642      49.301  
        44.7        0.89      0.7528      0.2266      0.2693       7.345     420.853      46.356  
        49.2        0.98      0.7926      0.2099      0.2607       7.109     407.311      42.939  
        53.7        1.07      0.8253      0.1909      0.2484       6.773     388.105      39.049  
        58.2        1.16      0.8531      0.1701      0.2318       6.323     362.350      34.778  
        62.6        1.25      0.8742      0.1481      0.2122       5.788     331.637      30.304  
        67.1        1.34      0.8908      0.1257      0.1893       5.162     295.792      25.696  
        71.6        1.43      0.9020      0.1026      0.1629       4.443     254.547      20.990  
        76.1        1.52      0.9053      0.0791      0.1330       3.625     207.639      16.177  
        80.5        1.61      0.8937      0.0550      0.0992       2.705     154.977      11.258  
        85.0        1.70      0.8402      0.0305      0.0617       1.683      96.385       6.236  
        89.5        1.79      0.4787      0.0054      0.0203       0.553      31.695       1.110  



         PROP RPM =       1320

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2748      0.2489      11.729     559.987      80.931  
         4.5        0.07      0.0820      0.2767      0.2516      11.856     566.094      81.493  
         8.9        0.15      0.1629      0.2782      0.2546      11.998     572.909      81.920  
        13.4        0.22      0.2419      0.2789      0.2580      12.158     580.520      82.145  
        17.9        0.30      0.3177      0.2788      0.2617      12.332     588.840      82.123  
        22.4        0.37      0.3897      0.2776      0.2656      12.514     597.514      81.741  
        26.8        0.45      0.4570      0.2751      0.2693      12.691     606.011      81.021  
        31.3        0.52      0.5190      0.2712      0.2727      12.852     613.622      79.875  
        35.8        0.60      0.5757      0.2658      0.2754      12.978     619.729      78.278  
        40.3        0.67      0.6268      0.2588      0.2771      13.056     623.447      76.210  
        44.7        0.75      0.6757      0.2504      0.2763      13.019     621.588      73.737  
        49.2        0.82      0.7161      0.2398      0.2746      12.940     617.782      70.613  
        53.7        0.89      0.7541      0.2276      0.2701      12.725     607.604      67.038  
        58.2        0.97      0.7871      0.2137      0.2632      12.403     592.203      62.947  
        62.6        1.04      0.8158      0.1983      0.2538      11.958     570.962      58.405  
        67.1        1.12      0.8423      0.1817      0.2413      11.372     542.905      53.527  
        71.6        1.19      0.8621      0.1636      0.2265      10.672     509.537      48.199  
        76.1        1.27      0.8790      0.1452      0.2093       9.866     471.037      42.759  
        80.5        1.34      0.8928      0.1264      0.1899       8.949     427.314      37.206  
        85.0        1.42      0.9030      0.1071      0.1680       7.919     378.104      31.541  
        89.5        1.49      0.9085      0.0875      0.1437       6.769     323.229      25.786  
        94.0        1.57      0.9066      0.0676      0.1167       5.500     262.602      19.902  
        98.4        1.64      0.8899      0.0473      0.0871       4.106     196.044      13.920  
       102.9        1.71      0.8318      0.0266      0.0548       2.584     123.379       7.832  
       107.4        1.79      0.5032      0.0056      0.0198       0.933      44.564       1.640  



         PROP RPM =       1540

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2750      0.2483      18.573     760.368     110.224  
         4.5        0.06      0.0699      0.2765      0.2528      18.908     774.086     110.808  
         8.9        0.13      0.1392      0.2778      0.2551      19.096     781.344     111.370  
        13.4        0.19      0.2075      0.2788      0.2576      19.284     789.133     111.775  
        17.9        0.26      0.2741      0.2793      0.2604      19.485     797.629     111.955  
        22.4        0.32      0.3384      0.2791      0.2635      19.713     806.923     111.865  
        26.8        0.38      0.3998      0.2780      0.2667      19.954     816.570     111.460  
        31.3        0.45      0.4578      0.2760      0.2698      20.182     826.217     110.651  
        35.8        0.51      0.5079      0.2725      0.2743      20.531     840.024     109.235  
        40.3        0.58      0.5619      0.2688      0.2752      20.585     842.503     107.751  
        44.7        0.64      0.6079      0.2633      0.2769      20.719     847.813     105.548  
        49.2        0.70      0.6498      0.2566      0.2776      20.772     850.114     102.850  
        53.7        0.77      0.6877      0.2486      0.2771      20.746     848.787      99.635  
        58.2        0.83      0.7245      0.2396      0.2747      20.558     841.352      96.038  
        62.6        0.89      0.7549      0.2287      0.2712      20.290     830.288      91.700  
        67.1        0.96      0.7839      0.2170      0.2654      19.861     812.764      87.001  
        71.6        1.02      0.8083      0.2039      0.2580      19.297     790.018      81.741  
        76.1        1.09      0.8324      0.1901      0.2481      18.573     760.014      76.210  
        80.5        1.15      0.8520      0.1750      0.2363      17.688     723.637      70.163  
        85.0        1.21      0.8682      0.1593      0.2228      16.669     682.393      63.868  
        89.5        1.28      0.8823      0.1434      0.2077      15.542     636.015      57.461  
        94.0        1.34      0.8942      0.1271      0.1908      14.282     584.238      50.964  
        98.4        1.41      0.9036      0.1106      0.1720      12.876     526.973      44.332  
       102.9        1.47      0.9098      0.0938      0.1515      11.337     463.956      37.588  
       107.4        1.53      0.9116      0.0767      0.1291       9.657     395.186      30.754  
       111.8        1.60      0.9061      0.0593      0.1047       7.832     320.486      23.785  



         PROP RPM =       1760

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2748      0.2494      27.853     997.479     143.878  
         4.5        0.06      0.0614      0.2764      0.2517      28.121    1007.215     144.732  
         8.9        0.11      0.1225      0.2779      0.2536      28.336    1014.295     145.519  
        13.4        0.17      0.1831      0.2793      0.2558      28.577    1023.146     146.216  
        17.9        0.22      0.2401      0.2795      0.2603      29.087    1041.733     146.351  
        22.4        0.28      0.2978      0.2798      0.2626      29.342    1050.584     146.486  
        26.8        0.34      0.3537      0.2796      0.2652      29.623    1061.204     146.351  
        31.3        0.39      0.4073      0.2787      0.2679      29.918    1071.825     145.924  
        35.8        0.45      0.4543      0.2765      0.2723      30.414    1089.527     144.777  
        40.3        0.50      0.5024      0.2740      0.2746      30.656    1098.378     143.451  
        44.7        0.56      0.5474      0.2706      0.2765      30.884    1106.343     141.697  
        49.2        0.62      0.5893      0.2664      0.2781      31.058    1112.539     139.472  
        53.7        0.67      0.6281      0.2612      0.2791      31.165    1116.079     136.729  
        58.2        0.73      0.6637      0.2549      0.2792      31.179    1116.964     133.447  
        62.6        0.78      0.6963      0.2476      0.2783      31.098    1113.424     129.625  
        67.1        0.84      0.7285      0.2395      0.2758      30.803    1102.803     125.421  
        71.6        0.89      0.7553      0.2301      0.2725      30.441    1090.412     120.453  
        76.1        0.95      0.7796      0.2197      0.2679      29.918    1071.825     115.012  
        80.5        1.01      0.8030      0.2085      0.2614      29.194    1045.273     109.190  
        85.0        1.06      0.8241      0.1966      0.2535      28.322    1014.295     102.940  
        89.5        1.12      0.8436      0.1839      0.2439      27.236     975.352      96.286  
        94.0        1.17      0.8589      0.1703      0.2328      26.002     931.098      89.159  
