        55x12_3_1600_51_660                                 (55x12_3_1600_51_660.dat)

         PROP RPM =       800

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2700      0.3029       6.277     494.491      50.357  
         4.5        0.11      0.0950      0.2739      0.3096       6.417     505.466      51.077  
         8.9        0.21      0.1886      0.2784      0.3169       6.568     517.415      51.908  
        13.4        0.32      0.2799      0.2825      0.3251       6.736     530.691      52.673  
        17.9        0.43      0.3705      0.2859      0.3314       6.867     540.958      53.325  
        22.4        0.54      0.4521      0.2870      0.3408       7.062     556.358      53.505  
        26.8        0.64      0.5302      0.2863      0.3479       7.208     567.864      53.392  
        31.3        0.75      0.5960      0.2820      0.3555       7.368     580.432      52.583  
        35.8        0.86      0.6572      0.2748      0.3592       7.441     586.273      51.234  
        40.3        0.97      0.7097      0.2639      0.3593       7.445     586.539      49.211  
        44.7        1.07      0.7568      0.2497      0.3543       7.341     578.308      46.558  
        49.2        1.18      0.7941      0.2316      0.3445       7.137     562.288      43.186  
        53.7        1.29      0.8280      0.2112      0.3286       6.810     536.532      39.387  
        58.2        1.40      0.8556      0.1883      0.3072       6.366     501.483      35.115  
        62.6        1.50      0.8767      0.1641      0.2815       5.832     459.442      30.619  
        67.1        1.61      0.8937      0.1394      0.2512       5.206     410.055      25.988  
        71.6        1.72      0.9059      0.1141      0.2164       4.482     353.145      21.271  
        76.1        1.83      0.9111      0.0881      0.1766       3.658     288.269      16.436  
        80.5        1.93      0.9032      0.0616      0.1319       2.733     215.250      11.492  
        85.0        2.04      0.8579      0.0345      0.0821       1.700     133.912       6.434  
        89.5        2.15      0.5386      0.0068      0.0270       0.560      44.094       1.263  



         PROP RPM =       960

        V          J           Pe         Ct          Cp          PWR         Torque      Thrust   
        (mph)     (Adv Ratio)                                       (Hp)        (In-Lbf)     (Lbf) 
         0.0        0.00      0.0000      0.2701      0.3022      10.821     710.361      72.523  
         4.5        0.09      0.0795      0.2732      0.3077      11.015     723.194      73.378  
         8.9        0.18      0.1584      0.2771      0.3132      11.211     736.028      74.412  
        13.4        0.27      0.2363      0.2809      0.3190      11.423     749.924      75.423  
        17.9        0.36      0.3123      0.2842      0.3257      11.663     765.678      76.323  
